doi,publisher,journal,open_access,uob_is_corresponding,year
10.1557/s43580-021-00204-z,SpringerNature,MRS Advances,closed,FALSE,2022
10.1558/cam.26767,University of Toronto Press,Communication & Medicine,closed,FALSE,2024
10.1558/jsa.19636,Equinox Publishing,Journal of Skyscape Archaeology,bronze,FALSE,2021
10.1561/116.20240056,Now Publishers,APSIPA Transactions on Signal and Information Processing,gold,FALSE,2024
10.15626/sjovs.v15i2.3648,Linnaeus University,Scandinavian Journal of Optometry and Visual Science,gold,TRUE,2022
10.15676/ijeei.2021.13.4.2,School of Electrical Engineering and Informatics,International Journal on Electrical Engineering and Informatics,diamond,TRUE,2021
10.1590/0101-7438.2023.043.00278382,FapUNIFESP (SciELO),Pesquisa Operacional,gold,TRUE,2024
10.1590/1519-6984.252526,FapUNIFESP (SciELO),Brazilian Journal of Biology,gold,FALSE,2024
10.16085/j.issn.1000-6613.2021-0283,"Chemical Industry Press Co., Ltd.",Huagong Jinzhan/Chemical Industry and Engineering Progress,closed,FALSE,2021
10.1680/jmacr.23.00011,ICE publishing,Magazine of Concrete Research,closed,FALSE,2023
10.1680/jstbu.22.00151,Emerald,Proceedings of the Institution of Civil Engineers - Structures and Buildings,closed,FALSE,2023
10.16995/olh.16536,Open Library of the Humanities,Open Library of Humanities,gold,FALSE,2024
10.17582/journal.pjz/20190712080701,University of Punjab (new Campus),Pakistan Journal of Zoology,gold,FALSE,2021
10.17582/journal.pjz/20210805070809,University of Punjab (new Campus),Pakistan Journal of Zoology,gold,FALSE,2023
10.17660/actahortic.2024.1398.14,International Society for Horticultural Science,Acta Horticulturae,closed,FALSE,2024
10.17660/actahortic.2024.1398.2,International Society for Horticultural Science,Acta Horticulturae,closed,FALSE,2024
10.17694/bajece.1302056,Balkan Journal of Electrical & Computer Engineering (BAJECE),Balkan Journal of Electrical and Computer Engineering,gold,FALSE,2024
10.17756/nwj.2023-s2-008,United Scientific Group,NanoWorld Journal,gold,TRUE,2023
10.1785/njg102-1-4,Geological Society of Norway,Norwegian Journal of Geology,closed,FALSE,2021
10.18057/ijasc.2022.18.4.2,Hong Kong Institute of Steel Construction,Advanced Steel Construction,bronze,FALSE,2022
10.18196/jgp.v14i1.16620,Universitas Muhammadiyah Yogyakarta,Jurnal Studi Pemerintahan,gold,FALSE,2023
10.18203/2320-6012.ijrms20232496,Medip Academy,International Journal of Research in Medical Sciences,gold,FALSE,2023
10.18203/2394-6040.ijcmph20223196,Medip Academy,International Journal of Community Medicine and Public Health,gold,FALSE,2022
10.18280/ijht.420635,International Information and Engineering Technology Association,International Journal of Heat and Technology,closed,FALSE,2024
10.18280/mmep.110416,International Information and Engineering Association,Mathematical Modelling and Engineering Problems,hybrid,FALSE,2024
10.18280/mmep.110620,International Information and Engineering Association,Mathematical Modelling and Engineering Problems,hybrid,FALSE,2024
10.18438/eblip30446,University of Alberta,Evidence Based Library and Information Practice,closed,FALSE,2023
10.18517/ijaseit.11.4.14783,Insight Society,"International Journal on Advanced Science, Engineering and Information Technology",closed,FALSE,2021
10.18576/amis/160517,Natural Sciences Publishing,Applied Mathematics and Information Sciences,closed,FALSE,2022
10.18576/amis/170107,Natural Sciences Publishing,Applied Mathematics and Information Sciences,closed,FALSE,2023
10.18576/amis/170521,Natural Sciences Publishing,Applied Mathematics and Information Sciences,closed,FALSE,2023
10.1891/usw-2023-0015,SpringerNature,Urban Social Work,closed,FALSE,2024
10.1921/jpts.v20i3.2211,Whiting and Birch,Journal of Practice Teaching and Learning,closed,FALSE,2024
10.19721/j.cnki.1001-7372.2024.11.009,Chang'an University,Zhongguo Gonglu Xuebao/China Journal of Highway and Transport,closed,FALSE,2024
10.20372/dcidj.696,Vrije University,"Disability, CBR and Inclusive Development",closed,TRUE,2023
10.20473/jfiki.v10i22023.151-161,Universitas Airlangga,JURNAL FARMASI DAN ILMU KEFARMASIAN INDONESIA,gold,FALSE,2023
10.20517/2394-4722.2021.174,OAE Publishing Inc.,Journal of Cancer Metastasis and Treatment,gold,TRUE,2022
10.20517/2574-1209.2021.45,"OAE Publishing, Inc.",Vessel Plus,gold,TRUE,2021
10.20517/ais.2022.06,OAE Publishing Inc.,Artificial Intelligence Surgery,gold,TRUE,2022
10.20517/ces.2021.13,OAE Publishing Inc.,Complex Engineering Systems,gold,TRUE,2022
10.20935/mhealthwellb7361,Academia.edu Journals,Academia Mental Health and Well-Being,hybrid,FALSE,2024
10.20935/mhealthwellb7375,Academia.edu Journals,Academia Mental Health and Well-Being,hybrid,FALSE,2024
10.20935/mhealthwellb7523,Academia.edu Journals,Academia Mental Health and Well-Being,closed,FALSE,2025
10.2118/204231-pa,Society of Petroleum Engineers (SPE),SPE Drilling and Completion,closed,TRUE,2021
10.2139/ssrn.3792898,RELX Group (Netherlands),SSRN Electronic Journal,closed,FALSE,2021
10.2139/ssrn.3803948,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2021
10.2139/ssrn.3830608,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2021
10.2139/ssrn.3854590,RELX Group (Netherlands),SSRN Electronic Journal,closed,FALSE,2021
10.2139/ssrn.3897424,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2021
10.2139/ssrn.3987862,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2021
10.2139/ssrn.4036836,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2022
10.2139/ssrn.4081810,RELX Group (Netherlands),SSRN Electronic Journal,green,FALSE,2022
10.2139/ssrn.4102188,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2022
10.2139/ssrn.4116256,RELX Group (Netherlands),SSRN Electronic Journal,closed,FALSE,2022
10.2139/ssrn.4158429,RELX Group (Netherlands),SSRN Electronic Journal,closed,FALSE,2022
10.2139/ssrn.4173950,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2022
10.2139/ssrn.4236028,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2022
10.2139/ssrn.4246955,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2022
10.2139/ssrn.4265433,RELX Group (Netherlands),SSRN Electronic Journal,closed,FALSE,2022
10.2139/ssrn.4272295,RELX Group (Netherlands),SSRN Electronic Journal,green,FALSE,2022
10.2139/ssrn.4282004,RELX Group (Netherlands),SSRN Electronic Journal,closed,FALSE,2022
10.2139/ssrn.4300235,RELX Group (Netherlands),SSRN Electronic Journal,green,FALSE,2022
10.2139/ssrn.4309797,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2022
10.2139/ssrn.4429582,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2023
10.2139/ssrn.4429735,RELX Group (Netherlands),SSRN Electronic Journal,closed,FALSE,2023
10.2139/ssrn.4478816,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2023
10.2139/ssrn.4499730,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2023
10.2139/ssrn.4554862,RELX Group (Netherlands),SSRN Electronic Journal,green,TRUE,2023
10.2139/ssrn.4561679,RELX Group (Netherlands),SSRN Electronic Journal,closed,FALSE,2023
10.2139/ssrn.4582417,RELX Group (Netherlands),SSRN Electronic Journal,closed,FALSE,2023
10.2139/ssrn.4634988,RELX Group (Netherlands),SSRN Electronic Journal,closed,FALSE,2023
10.2139/ssrn.4690868,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2024
10.2139/ssrn.4722851,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2024
10.2139/ssrn.5017685,RELX Group (Netherlands),SSRN Electronic Journal,closed,FALSE,2025
10.2139/ssrn.5085147,RELX Group (Netherlands),SSRN Electronic Journal,closed,TRUE,2025
10.2147/jmdh.s460543,Taylor & Francis,Journal of Multidisciplinary Healthcare,gold,FALSE,2024
10.21522/tijph.2013.12.04.art083,Texila International Journal (TIJ),Texila International Journal of Public Health,closed,FALSE,2024
10.21608/jces.2021.218351,Egyptian Knowledge Bank,المجلة العلمية للدراسات التجارية والبيئية,bronze,FALSE,2021
10.2166/h2oj.2022.073,IWA Publishing,H2Open Journal,gold,TRUE,2022
10.2166/washdev.2021.062,IWA Publishing,Journal of Water Sanitation and Hygiene for Development,gold,TRUE,2021
10.2166/wcc.2021.025,IWA Publishing,Journal of Water and Climate Change,gold,TRUE,2021
10.2166/wp.2023.181,IWA Publishing,Water Policy,gold,FALSE,2023
10.2166/ws.2021.093,IWA Publishing,Water Supply,gold,TRUE,2021
10.2174/0118715265274067240223040333,Bentham Science Publishers,Infectious Disorders - Drug Targets,closed,FALSE,2024
10.2174/0118746098348122241024061610,Bentham Science Publishers,Current Aging Science,closed,FALSE,2024
10.2174/1386207326666230116124532,Bentham Science Publishers,Combinatorial Chemistry & High Throughput Screening,closed,FALSE,2023
10.2174/1567201820666230124114906,Bentham Science Publishers,Current Drug Delivery,closed,TRUE,2024
10.2174/1568009622666211224111425,Bentham Science Publishers,Current Cancer Drug Targets,closed,FALSE,2022
10.2174/1568026621666210909163612,Bentham Science Publishers,Current Topics in Medicinal Chemistry,closed,FALSE,2021
10.2174/1574888x18666221223104859,Bentham Science Publishers,Current Stem Cell Research & Therapy,closed,FALSE,2023
10.2174/1574888x18666230418121122,Bentham Science Publishers,Current Stem Cell Research & Therapy,closed,FALSE,2024
10.2174/18742106-v16-e221226-2022-36,Bentham Science Publishers,The Open Dentistry Journal,hybrid,TRUE,2023
10.2196/16824,JMIR Publications,JMIR Aging,gold,FALSE,2021
10.2196/17500,JMIR Publications,Journal of Medical Internet Research,gold,FALSE,2021
10.2196/25437,JMIR Publications,JMIR mHealth and uHealth,gold,FALSE,2021
10.2196/28854,JMIR Publications,Journal of Medical Internet Research,gold,TRUE,2021
10.2196/36275,JMIR Publications,JMIR Formative Research,gold,FALSE,2022
10.2196/37697,JMIR Publications,JMIR Research Protocols,gold,FALSE,2023
10.2196/38039,JMIR Publications,Journal of Medical Internet Research,gold,TRUE,2023
10.2196/40785,JMIR Publications,JMIR Human Factors,gold,FALSE,2023
10.2196/43000,JMIR Publications,Journal of Medical Internet Research,gold,FALSE,2023
10.2196/43619,JMIR Publications,JMIR Research Protocols,gold,TRUE,2023
10.2196/45242,JMIR Publications,Journal of Medical Internet Research,gold,FALSE,2024
10.2196/51153,JMIR Publications,JMIR Research Protocols,gold,TRUE,2024
10.2196/52389,JMIR Publications,JMIR Formative Research,gold,FALSE,2024
10.2196/56346,JMIR Publications,JMIR Research Protocols,gold,FALSE,2024
10.2196/62726,JMIR Publications,JMIR Research Protocols,gold,TRUE,2025
10.22034/crl.2021.313255.1129,Iranian Chemical Science and Technologies Association,Chemical Review and Letters,closed,FALSE,2022
10.22105/bdcv.2024.479239.1201,REA Press,Big Data and Computing Visions,gold,FALSE,2024
10.22105/bdcv.2024.479315.1203,REA Press,Big Data and Computing Visions,gold,FALSE,2024
10.22105/cand.2024.482088.1154,IGI Global,NA,closed,FALSE,2024
10.2217/rme-2020-0045,Taylor & Francis,Regenerative Medicine,hybrid,TRUE,2021
10.22587/aeb.2022.16.6.1,American-Eurasian Network for Scientific Information (AENSI),Advances in Environmental Biology,gold,FALSE,2022
10.22599/bioj.290,White Rose University Press,British and Irish Orthoptic Journal,gold,FALSE,2023
10.22599/bioj.391,White Rose University Press,British and Irish Orthoptic Journal,gold,FALSE,2024
10.22967/hcis.2021.11.020,Korea Information Processing Society,Human-centric Computing and Information Sciences,closed,FALSE,2021
10.23880/act-16000269,Medwin Publishers,Advances in Clinical Toxicology,gold,TRUE,2023
10.23880/eij-16000211,Medwin Publishers,Epidemiology International Journal,gold,TRUE,2021
10.23889/ijpds.v10i2.2464,Swansea University,International Journal for Population Data Science,gold,FALSE,2025
10.23917/jep.v24i1.21988,Universitas Muhammadiyah Surakarta,Jurnal Ekonomi Pembangunan Kajian Masalah Ekonomi dan Pembangunan,gold,FALSE,2023
10.24093/awej/th.271,Arab World English Journal,Arab World English Journal,gold,TRUE,2021
10.24294/jipd.v8i8.5309,EnPress Publisher,Journal of Infrastructure Policy and Development,gold,TRUE,2024
10.24425/ijet.2023.147700,Polish Academy of Sciences Chancellery,International Journal of Electronics and Telecommunications,gold,FALSE,2023
10.2478/amns-2024-1493,de Gruyter,Applied Mathematics and Nonlinear Sciences,gold,FALSE,2024
10.2478/iclr-2023-0002,de Gruyter,International and Comparative Law Review,hybrid,FALSE,2023
10.2478/jvetres-2021-0032,de Gruyter,Journal of Veterinary Research,gold,FALSE,2021
10.2478/mspe-2024-0042,de Gruyter,Management Systems in Production Engineering,gold,FALSE,2024
10.24820/ark.5550190.p011.535,"ARKAT USA, Inc.",ARKIVOC,diamond,TRUE,2021
10.24911/ejmcr.173-1685458484,Discover STM Publishing,European Journal of Medical Case Reports,hybrid,TRUE,2024
10.24911/ejmcr/173-1685458484,Discover STM Publishing,European Journal of Medical Case Reports,closed,TRUE,2024
10.25130/tjes.30.1.9,University of Tikrit,Tikrit Journal of Engineering Sciences,gold,FALSE,2023
10.25130/tjes.30.2.6,University of Tikrit,Tikrit Journal of Engineering Sciences,gold,FALSE,2023
10.2519/jospt.2024.12406,American Physical Therapy Association,Journal of Orthopaedic and Sports Physical Therapy,closed,FALSE,2024
10.25273/she.v2i2.9506,Universitas PGRI Madiun,Social Sciences Humanities and Education Journal (SHE Journal),gold,FALSE,2021
10.2528/pierc23090302,The Electromagnetics Academy,Progress In Electromagnetics Research C,closed,FALSE,2024
10.26483/ijarcs.v15i5.7124,International Journal of Advanced Research in Computer Science,International Journal of Advanced Research in Computer Science,hybrid,TRUE,2024
10.26508/lsa.202101145,Life Science Alliance,Life Science Alliance,gold,TRUE,2022
10.26717/bjstr.2024.54.008579,Biomedical Research Network,Biomedical Journal of Scientific & Technical Research,gold,TRUE,2024
10.26719/emhj.21.026,World Health Organization Regional Office for the Eastern Mediterranean (WHO/EMRO),Eastern Mediterranean Health Journal,gold,FALSE,2021
10.26858/jo.v7i1.22252,Universitas Negeri Makassar,Jurnal Office,gold,FALSE,2021
10.29045/14784726.2023.6.8.1.34,Class Publishing,British Paramedic Journal,green,FALSE,2023
10.29045/14784726.2023.6.8.1.9,Class Publishing,British Paramedic Journal,green,FALSE,2023
10.30492/ijcce.2022.547416.5138,Iranian Institute of Research and Development in Chemical Industries,Iranian Journal of Chemistry and Chemical Engineering,closed,FALSE,2023
10.31181/dmame7120241041,Regional Association for Security and crisis management,Decision Making: Applications in Management and Engineering,closed,FALSE,2024
10.31389/jltc.127,LSE Press,Journal of Long-Term Care,closed,TRUE,2022
10.31389/jltc.187,LSE Press,Journal of Long-Term Care,diamond,TRUE,2023
10.31389/jltc.270,LSE Press,Journal of Long-Term Care,gold,TRUE,2025
10.31389/jltc.333,LSE Press,Journal of Long-Term Care,gold,TRUE,2024
10.3144/expresspolymlett.2023.92,Budapest University of Technology and Economics,eXPRESS Polymer Letters,gold,TRUE,2023
10.3233/acs-210031,SAGE,Advances in Communication and Swallowing,bronze,FALSE,2021
10.3233/jad-215095,SAGE,Journal of Alzheimer's Disease,hybrid,FALSE,2022
10.3233/jad-220221,SAGE,Journal of Alzheimer's Disease,green,FALSE,2022
10.32604/cmc.2021.013966,Tech Science Press,Computers Materials & Continua,gold,FALSE,2021
10.32604/cmc.2021.014598,Tech Science Press,Computers Materials & Continua,gold,FALSE,2021
10.32604/cmc.2021.015612,Tech Science Press,Computers Materials & Continua,gold,FALSE,2021
10.32604/cmc.2022.017865,Tech Science Press,Computers Materials & Continua,gold,TRUE,2021
10.32604/cmc.2022.026343,Tech Science Press,Computers Materials & Continua,gold,FALSE,2022
10.32604/cmc.2022.027097,Tech Science Press,Computers Materials & Continua,gold,FALSE,2022
10.32604/cmc.2023.028291,Tech Science Press,Computers Materials & Continua,gold,FALSE,2023
10.32604/cmc.2023.046707,Tech Science Press,Computers Materials & Continua,gold,FALSE,2024
10.32604/cmes.2023.026200,Tech Science Press,Computer Modeling in Engineering & Sciences,gold,TRUE,2023
10.32604/csse.2021.017230,Tech Science Press,Computer Systems Science and Engineering,hybrid,FALSE,2021
10.32604/csse.2023.024399,Tech Science Press,Computer Systems Science and Engineering,hybrid,FALSE,2022
10.32725/jab.2022.012,University of South Bohemia in Ceske Budejovice,Journal of Applied Biomedicine,gold,FALSE,2022
10.32732/jcec.2024.13.2.67,Tech Reviews Ltd,Journal of Civil Engineering and Construction,gold,TRUE,2024
10.3280/efe2024-001013,FrancoAngeli,Economics and Policy of Energy and the Environment,closed,FALSE,2024
10.3303/cet2186087,Italian Association of Chemical Engineering - AIDIC,Chemical Engineering Transactions,closed,TRUE,2021
10.3303/cet2186219,Italian Association of Chemical Engineering - AIDIC,Chemical Engineering Transactions,closed,TRUE,2021
10.3303/cet2188205,Italian Association of Chemical Engineering - AIDIC,Chemical Engineering Transactions,closed,TRUE,2021
10.3303/cet2295041,Italian Association of Chemical Engineering - AIDIC,Chemical Engineering Transactions,closed,TRUE,2022
10.3303/cet23100118,Italian Association of Chemical Engineering - AIDIC,Chemical Engineering Transactions,closed,TRUE,2023
10.3303/cet2399071,Italian Association of Chemical Engineering - AIDIC,Chemical Engineering Transactions,closed,FALSE,2023
10.33063/diva-519033,Uppsala University,kritisk etnografi Swedish Journal of Anthropology,bronze,FALSE,2023
10.33093/jiwe.2024.3.3.14,Multimedia University,Journal of Informatics and Web Engineering,gold,FALSE,2024
10.33094/8.2017.2021.101.8.18,International Academic Hub,International Journal of Applied Economics Finance and Accounting,bronze,TRUE,2021
10.3310/fiqe5189,National Institute for Health and Care Research,Health and Social Care Delivery Research,gold,FALSE,2022
10.3310/grnm5147,National Institute for Health and Care Research,Health and Social Care Delivery Research,gold,FALSE,2023
10.3310/hnrp2514,National Institute for Health and Care Research,Health Technology Assessment,gold,FALSE,2024
10.3310/pgfar09020,National Institute for Health and Care Research,Programme Grants for Applied Research,gold,FALSE,2021
10.3310/pgfar09040,National Institute for Health and Care Research,Programme Grants for Applied Research,diamond,FALSE,2021
10.3310/pgfar09090,National Institute for Health and Care Research,Programme Grants for Applied Research,gold,FALSE,2021
10.3310/pgfar09150,National Institute for Health and Care Research,Programme Grants for Applied Research,gold,FALSE,2021
10.3311/ppee.16475,"Periodica Polytechnica, Budapest University of Technology and Economics",Periodica Polytechnica Electrical Engineering and Computer Science,gold,FALSE,2021
10.33140/ijmn.02.04.01,Opast Group LLC,International Journal of Media and Networks,bronze,TRUE,2024
10.33140/jsndc.02.01.05,Opast Group LLC,Journal of Sensor Networks and Data Communications,bronze,TRUE,2024
10.33140/jsndc.04.01.05,Opast Group LLC,Journal of Sensor Networks and Data Communications,bronze,TRUE,2024
10.33263/briac122.26182628,AMG Transcend Association,Biointerface Research in Applied Chemistry,bronze,FALSE,2022
10.3329/jbs.v29i2.54964,Bangladesh Academy of Sciences,Journal of Bio-Science,gold,FALSE,2021
10.3366/gels.2022.0073,Edinburgh University Press,Global Energy Law and Sustainability,closed,FALSE,2022
10.3366/ijhac.2025.0345,Edinburgh University Press,International Journal of Humanities and Arts Computing,closed,FALSE,2025
10.3366/jbctv.2022.0630,Edinburgh University Press,Journal of British Cinema and Television,closed,FALSE,2022
10.3389/fbioe.2021.660453,Frontiers,Frontiers in Bioengineering and Biotechnology,gold,FALSE,2021
10.3389/fbioe.2022.966586,Frontiers,Frontiers in Bioengineering and Biotechnology,gold,FALSE,2022
10.3389/fcell.2023.1111424,Frontiers,Frontiers in Cell and Developmental Biology,gold,FALSE,2023
10.3389/fcell.2024.1359105,Frontiers,Frontiers in Cell and Developmental Biology,gold,TRUE,2024
10.3389/fchem.2021.709161,Frontiers,Frontiers in Chemistry,gold,TRUE,2021
10.3389/fchem.2022.861699,Frontiers,Frontiers in Chemistry,gold,TRUE,2022
10.3389/fchem.2022.870084,Frontiers,Frontiers in Chemistry,gold,TRUE,2022
10.3389/fchem.2022.997147,Frontiers,Frontiers in Chemistry,gold,FALSE,2022
10.3389/fcogn.2024.1367569,Frontiers,Frontiers in Cognition,gold,FALSE,2024
10.3389/fdgth.2024.1260521,Frontiers,Frontiers in Digital Health,gold,TRUE,2024
10.3389/fdgth.2024.1367431,Frontiers,Frontiers in Digital Health,gold,TRUE,2024
10.3389/fdgth.2024.1371761,Frontiers,Frontiers in Digital Health,gold,TRUE,2024
10.3389/fdgth.2024.1422396,Frontiers,Frontiers in Digital Health,gold,TRUE,2024
10.3389/fenvs.2022.1075282,Frontiers,Frontiers in Environmental Science,gold,TRUE,2022
10.3389/fgene.2021.698148,Frontiers,Frontiers in Genetics,gold,TRUE,2021
10.3389/fgene.2021.740216,Frontiers,Frontiers in Genetics,gold,TRUE,2021
10.3389/fgene.2022.948505,Frontiers,Frontiers in Genetics,gold,FALSE,2022
10.3389/fgene.2022.973252,Frontiers,Frontiers in Genetics,gold,FALSE,2022
10.3389/fmed.2022.876715,Frontiers,Frontiers in Medicine,gold,TRUE,2022
10.3389/fmed.2024.1328466,Frontiers,Frontiers in Medicine,gold,TRUE,2024
10.3389/fnagi.2022.940459,Frontiers,Frontiers in Aging Neuroscience,gold,FALSE,2022
10.3389/fnagi.2023.1277336,Frontiers,Frontiers in Aging Neuroscience,gold,FALSE,2023
10.3389/fnins.2021.718958,Frontiers,Frontiers in Neuroscience,gold,FALSE,2021
10.3389/fnins.2021.754058,Frontiers,Frontiers in Neuroscience,gold,FALSE,2021
10.3389/fonc.2024.1404860,Frontiers,Frontiers in Oncology,gold,FALSE,2024
10.3389/fphar.2022.875647,Frontiers,Frontiers in Pharmacology,gold,TRUE,2022
10.3389/fphar.2022.930515,Frontiers,Frontiers in Pharmacology,gold,FALSE,2022
10.3389/fphar.2023.1083910,Frontiers,Frontiers in Pharmacology,gold,TRUE,2023
10.3389/fphar.2024.1407366,Frontiers,Frontiers in Pharmacology,gold,FALSE,2024
10.3389/fphar.2024.1456027,Frontiers,Frontiers in Pharmacology,gold,FALSE,2024
10.3389/fphys.2022.1036614,Frontiers,Frontiers in Physiology,gold,FALSE,2022
10.3389/fphys.2022.897105,Frontiers,Frontiers in Physiology,gold,TRUE,2022
10.3389/fphys.2022.900631,Frontiers,Frontiers in Physiology,gold,TRUE,2022
10.3389/fphys.2023.1224550,Frontiers,Frontiers in Physiology,gold,FALSE,2023
10.3389/fphys.2024.1492405,Frontiers,Frontiers in Physiology,gold,FALSE,2024
10.3389/fpls.2023.1173328,Frontiers,Frontiers in Plant Science,gold,FALSE,2023
10.3389/fpos.2022.805426,Frontiers,Frontiers in Political Science,gold,FALSE,2022
10.3389/fpos.2023.1265008,Frontiers,Frontiers in Political Science,gold,FALSE,2023
10.3389/fpsyg.2021.633490,Frontiers,Frontiers in Psychology,gold,FALSE,2021
10.3389/fpsyg.2021.744201,Frontiers,Frontiers in Psychology,gold,FALSE,2021
10.3389/fpsyg.2021.769177,Frontiers,Frontiers in Psychology,gold,TRUE,2022
10.3389/fpsyg.2022.798629,Frontiers,Frontiers in Psychology,gold,FALSE,2022
10.3389/fpsyg.2022.838323,Frontiers,Frontiers in Psychology,gold,FALSE,2022
10.3389/fpsyg.2022.934456,Frontiers,Frontiers in Psychology,gold,FALSE,2022
10.3389/fpsyg.2023.1077458,Frontiers,Frontiers in Psychology,gold,FALSE,2023
10.3389/fpsyg.2023.1160591,Frontiers,Frontiers in Psychology,gold,FALSE,2023
10.3389/fpsyt.2022.849808,Frontiers,Frontiers in Psychiatry,gold,FALSE,2022
10.3389/fpsyt.2024.1523501,Frontiers,Frontiers in Psychiatry,gold,TRUE,2025
10.3389/fpubh.2022.854771,Frontiers,Frontiers in Public Health,gold,TRUE,2022
10.3389/fpubh.2022.877624,Frontiers,Frontiers in Public Health,gold,TRUE,2022
10.3389/fpubh.2022.952979,Frontiers,Frontiers in Public Health,gold,TRUE,2022
10.3389/fpubh.2023.1188690,Frontiers,Frontiers in Public Health,gold,FALSE,2023
10.3389/fpubh.2023.1239668,Frontiers,Frontiers in Public Health,gold,FALSE,2023
10.3389/fpubh.2023.1269189,Frontiers,Frontiers in Public Health,gold,TRUE,2023
10.3389/frdem.2024.1458023,Frontiers,Frontiers in Dementia,gold,FALSE,2024
10.3389/fresc.2022.952722,Frontiers,Frontiers in Rehabilitation Sciences,gold,FALSE,2022
10.3389/fresc.2023.1052244,Frontiers,Frontiers in Rehabilitation Sciences,gold,FALSE,2023
10.3389/fresc.2023.1191633,Frontiers,Frontiers in Rehabilitation Sciences,gold,TRUE,2023
10.3389/fresc.2024.1442789,Frontiers,Frontiers in Rehabilitation Sciences,gold,TRUE,2024
10.3389/fresc.2025.1551777,Frontiers,Frontiers in Rehabilitation Sciences,gold,TRUE,2025
10.3389/fspor.2021.777105,Frontiers,Frontiers in Sports and Active Living,gold,FALSE,2021
10.3389/fspor.2024.1457845,Frontiers,Frontiers in Sports and Active Living,gold,FALSE,2024
10.3390/antiox13010072,MDPI,Antioxidants,gold,TRUE,2024
10.3390/antiox14040374,MDPI,Antioxidants,gold,FALSE,2025
10.3390/app11199023,MDPI,Applied Sciences,gold,TRUE,2021
10.3390/app12010239,MDPI,Applied Sciences,gold,FALSE,2021
10.3390/app12020821,MDPI,Applied Sciences,gold,FALSE,2022
10.3390/app12031049,MDPI,Applied Sciences,gold,FALSE,2022
10.3390/app12031421,MDPI,Applied Sciences,gold,FALSE,2022
10.3390/app12042144,MDPI,Applied Sciences,gold,TRUE,2022
10.3390/app12073544,MDPI,Applied Sciences,gold,TRUE,2022
10.3390/app12094254,MDPI,Applied Sciences,gold,TRUE,2022
10.3390/app12199975,MDPI,Applied Sciences,gold,FALSE,2022
10.3390/app13042618,MDPI,Applied Sciences,gold,TRUE,2023
10.3390/app13052878,MDPI,Applied Sciences,gold,FALSE,2023
10.3390/app13137481,MDPI,Applied Sciences,gold,FALSE,2023
10.3390/app13159000,MDPI,Applied Sciences,gold,FALSE,2023
10.3390/app131910611,MDPI,Applied Sciences,gold,TRUE,2023
10.3390/app132212430,MDPI,Applied Sciences,gold,FALSE,2023
10.3390/app14051902,MDPI,Applied Sciences,gold,TRUE,2024
10.3390/app14062655,MDPI,Applied Sciences,gold,FALSE,2024
10.3390/app142411877,MDPI,Applied Sciences,gold,TRUE,2024
10.3390/app15041931,MDPI,Applied Sciences,gold,TRUE,2025
10.3390/asi4040082,MDPI,Applied System Innovation,gold,TRUE,2021
10.3390/biochem4030012,MDPI,BioChem,gold,TRUE,2024
10.3390/bioengineering12020133,MDPI,Bioengineering,gold,TRUE,2025
10.3390/bioengineering8080108,MDPI,Bioengineering,gold,TRUE,2021
10.3390/bioengineering9040163,MDPI,Bioengineering,gold,FALSE,2022
10.3390/biomechanics2010010,MDPI,Biomechanics,gold,TRUE,2022
10.3390/biomechanics3030024,MDPI,Biomechanics,gold,TRUE,2023
10.3390/biomedicines11041064,MDPI,Biomedicines,gold,FALSE,2023
10.3390/biomedicines9030290,MDPI,Biomedicines,gold,TRUE,2021
10.3390/biomedinformatics4020056,MDPI,BioMedInformatics,gold,TRUE,2024
10.3390/biomimetics6040062,MDPI,Biomimetics,gold,TRUE,2021
10.3390/biomimetics8020142,MDPI,Biomimetics,gold,TRUE,2023
10.3390/buildings12101513,MDPI,Buildings,gold,FALSE,2022
10.3390/buildings13081963,MDPI,Buildings,gold,TRUE,2023
10.3390/cancers13050944,MDPI,Cancers,gold,FALSE,2021
10.3390/cancers13092102,MDPI,Cancers,gold,FALSE,2021
10.3390/cancers13102315,MDPI,Cancers,gold,TRUE,2021
10.3390/cancers15143689,MDPI,Cancers,gold,FALSE,2023
10.3390/cancers15164023,MDPI,Cancers,gold,TRUE,2023
10.3390/cancers16051012,MDPI,Cancers,gold,TRUE,2024
10.3390/catal13081196,MDPI,Catalysts,gold,TRUE,2023
10.3390/catal13121500,MDPI,Catalysts,gold,FALSE,2023
